datetime,lat_requested,lon_requested,lat_actual,lon_actual,temperature_2m_K,wind_u_100m_ms,wind_v_100m_ms,temperature_2m_C,wind_speed_100m_ms,wind_direction_100m_deg
2025-08-07 00:00:00,-72.5,-52.25,-72.5,-52.25,248.40126,1.6455383,19.812943,-24.748734,19.881159,184.74773
2025-08-07 01:00:00,-72.5,-52.25,-72.5,-52.25,248.08572,1.6108246,19.443436,-25.06427,19.510048,184.73595
2025-08-07 02:00:00,-72.5,-52.25,-72.5,-52.25,247.67601,1.2879639,19.607086,-25.473984,19.649343,183.75829
2025-08-07 03:00:00,-72.5,-52.25,-72.5,-52.25,247.28325,1.8567352,19.626938,-25.866745,19.714567,185.40417
2025-08-07 04:00:00,-72.5,-52.25,-72.5,-52.25,247.00153,2.0329285,20.504456,-26.148468,20.604988,185.66212
2025-08-07 11:00:00,-72.5,-52.25,-72.5,-52.25,246.81897,3.558609,16.606476,-26.331024,16.983484,192.09502
2025-08-07 12:00:00,-72.5,-52.25,-72.5,-52.25,246.6366,3.264267,16.033432,-26.513397,16.362347,191.50764
2025-08-07 13:00:00,-72.5,-52.25,-72.5,-52.25,246.54115,2.8986511,15.013275,-26.60884,15.29054,190.92778
2025-08-07 14:00:00,-72.5,-52.25,-72.5,-52.25,246.529,2.9807281,14.25592,-26.620987,14.564202,191.80966
2025-08-07 15:00:00,-72.5,-52.25,-72.5,-52.25,246.52306,2.646698,13.683182,-26.626938,13.936803,190.94736
2025-08-07 16:00:00,-72.5,-52.25,-72.5,-52.25,246.64093,1.9815674,12.578461,-26.509064,12.733588,188.9526
2025-08-07 17:00:00,-72.5,-52.25,-72.5,-52.25,246.73073,1.4289093,11.898193,-26.419266,11.983688,186.84811
2025-08-07 18:00:00,-72.5,-52.25,-72.5,-52.25,246.77345,1.6271057,10.65329,-26.376541,10.77683,188.68384
2025-08-07 19:00:00,-72.5,-52.25,-72.5,-52.25,246.69496,2.1609192,9.741409,-26.455032,9.978208,192.5073
2025-08-07 20:00:00,-72.5,-52.25,-72.5,-52.25,246.73318,1.8719025,8.857147,-26.41681,9.052794,191.9335
2025-08-07 21:00:00,-72.5,-52.25,-72.5,-52.25,246.73405,1.3004913,7.8010864,-26.41594,7.9087434,189.46454
2025-08-07 22:00:00,-72.5,-52.25,-72.5,-52.25,245.68777,0.7829895,5.8254547,-27.46222,5.877839,187.65515
2025-08-07 23:00:00,-72.5,-52.25,-72.5,-52.25,245.53049,1.4447327,4.9779663,-27.619507,5.1833773,196.18407
2025-08-08 00:00:00,-72.5,-52.25,-72.5,-52.25,245.34729,0.8657074,4.544647,-27.802704,4.6263666,190.78503
2025-08-08 01:00:00,-72.5,-52.25,-72.5,-52.25,245.1815,-0.38058472,3.601593,-27.96849,3.6216457,173.96786
2025-08-08 02:00:00,-72.5,-52.25,-72.5,-52.25,245.03549,-0.58576965,2.2219696,-28.114502,2.297885,165.23134
2025-08-08 03:00:00,-72.5,-52.25,-72.5,-52.25,244.8801,-0.57333374,0.902298,-28.269897,1.0690432,147.5675
2025-08-08 04:00:00,-72.5,-52.25,-72.5,-52.25,245.12717,-0.6533966,-0.3315277,-28.022827,0.7326921,63.09716
2025-08-08 11:00:00,-72.5,-52.25,-72.5,-52.25,245.59741,-1.0533142,-3.3224792,-27.552582,3.4854467,17.589996
2025-08-08 12:00:00,-72.5,-52.25,-72.5,-52.25,245.88742,-1.2088623,-3.1670532,-27.262573,3.3899224,20.89183
